"st_abbreviation","2019","2020","2021","2022","2023","code","btu_2019","btu_2020","btu_2021"
"AL","5024294","5031864","5050380","5073903","5108468","PCEIB","0","0","0"
"AL","5024294","5031864","5050380","5073903","5108468","PCICB","0","0","0"
"AL","5024294","5031864","5050380","5073903","5108468","PCTCB","0","0","0"
"AL","5024294","5031864","5050380","5073903","5108468","PCTXB","0","0","0"
"AL","5024294","5031864","5050380","5073903","5108468","PLICB","0","0","0"
"AL","5024294","5031864","5050380","5073903","5108468","PMTCB","529319","525878","580020"
"AL","5024294","5031864","5050380","5073903","5108468","PPICB","0","0","0"
"AL","5024294","5031864","5050380","5073903","5108468","PPTCB","0","0","0"
"AL","5024294","5031864","5050380","5073903","5108468","PQACB","160","130","152"
"AL","5024294","5031864","5050380","5073903","5108468","PQCCB","2113","2220","2749"
"AL","5024294","5031864","5050380","5073903","5108468","PQICB","1913","1959","2795"
"AL","5024294","5031864","5050380","5073903","5108468","PQRCB","6034","5802","4511"
"AL","5024294","5031864","5050380","5073903","5108468","PQTCB","10220","10111","10206"
"AL","5024294","5031864","5050380","5073903","5108468","PQTXB","10220","10111","10206"
"AL","5024294","5031864","5050380","5073903","5108468","PYICB","0","0","0"
"AL","5024294","5031864","5050380","5073903","5108468","PYTCB","0","0","0"
"AL","5024294","5031864","5050380","5073903","5108468","REACB","26595","26263","28580"
"AL","5024294","5031864","5050380","5073903","5108468","RECCB","745","742","792"
"AL","5024294","5031864","5050380","5073903","5108468","REEIB","105443","120762","106804"
"AL","5024294","5031864","5050380","5073903","5108468","REGBP","4119","4105","4332"
"AL","5024294","5031864","5050380","5073903","5108468","REICB","163578","158617","165199"
"AL","5024294","5031864","5050380","5073903","5108468","RERCB","2184","1824","1838"
"AL","5024294","5031864","5050380","5073903","5108468","RETCB","298545","308209","303213"
"AL","5024294","5031864","5050380","5073903","5108468","RFACB","3552","2566","4850"
"AL","5024294","5031864","5050380","5073903","5108468","RFCCB","0","70","25"
"AL","5024294","5031864","5050380","5073903","5108468","RFEIB","0","0","0"
"AL","5024294","5031864","5050380","5073903","5108468","RFICB","3596","2548","3748"
"AL","5024294","5031864","5050380","5073903","5108468","RFTCB","7147","5184","8623"
"AL","5024294","5031864","5050380","5073903","5108468","RFTXB","7147","5184","8623"
"AL","5024294","5031864","5050380","5073903","5108468","SFCCB","0","0","0"
"AL","5024294","5031864","5050380","5073903","5108468","SFEIB","0","0","0"
"AL","5024294","5031864","5050380","5073903","5108468","SFINB","0","0","0"
"AL","5024294","5031864","5050380","5073903","5108468","SFRCB","0","0","0"
"AL","5024294","5031864","5050380","5073903","5108468","SFTCB","0","0","0"
"AL","5024294","5031864","5050380","5073903","5108468","SGICB","11418","10906","11504"
"AL","5024294","5031864","5050380","5073903","5108468","SNICB","2018","1826","1714"
"AL","5024294","5031864","5050380","5073903","5108468","SOCCB","88","91","119"
"AL","5024294","5031864","5050380","5073903","5108468","SOEGB","3426","3233","4369"
"AL","5024294","5031864","5050380","5073903","5108468","SOGBP","194","194","421"
"AL","5024294","5031864","5050380","5073903","5108468","SOICB","9","9","10"
"AL","5024294","5031864","5050380","5073903","5108468","SORCB","102","104","111"
"AL","5024294","5031864","5050380","5073903","5108468","SOTCB","3625","3437","4608"
"AL","5024294","5031864","5050380","5073903","5108468","SOTXB","200","204","239"
"AL","5024294","5031864","5050380","5073903","5108468","TEACB","500858","498149","553644"
"AL","5024294","5031864","5050380","5073903","5108468","TEAPB","102","99","109.6"
"AL","5024294","5031864","5050380","5073903","5108468","TECCB","257857","236309","247470"
"AL","5024294","5031864","5050380","5073903","5108468","TECPB","52.5","47","49"
"AL","5024294","5031864","5050380","5073903","5108468","TEEIB","1260549","1204324","1260606"
"AL","5024294","5031864","5050380","5073903","5108468","TEICB","820075","775196","825387"
"AL","5024294","5031864","5050380","5073903","5108468","TEIPB","167.1","154.1","163.4"
"AL","5024294","5031864","5050380","5073903","5108468","TERCB","348059","331659","339472"
"AL","5024294","5031864","5050380","5073903","5108468","TERPB","70.9","65.9","67.2"
"AL","5024294","5031864","5050380","5073903","5108468","TETCB","1927044","1841408","1965183"
"AL","5024294","5031864","5050380","5073903","5108468","TETGR","9.47","9.21","9.36"
"AL","5024294","5031864","5050380","5073903","5108468","TETPB","392.6","366","389.2"
"AL","5024294","5031864","5050380","5073903","5108468","TETXB","1926848","1841313","1965972"
"AL","5024294","5031864","5050380","5073903","5108468","TNACB","500858","498149","553644"
"AL","5024294","5031864","5050380","5073903","5108468","TNCCB","117092","108401","114670"
"AL","5024294","5031864","5050380","5073903","5108468","TNICB","621199","590567","629900"
"AL","5024294","5031864","5050380","5073903","5108468","TNRCB","150326","143583","147454"
"AL","5024294","5031864","5050380","5073903","5108468","TNTXB","1389475","1340701","1445667"
"AL","5024294","5031864","5050380","5073903","5108468","TPOPP","4908","5031","5050"
"AL","5024294","5031864","5050380","5073903","5108468","UOICB","1012","1479","382"
"AL","5024294","5031864","5050380","5073903","5108468","USICB","0","0","0"
"AL","5024294","5031864","5050380","5073903","5108468","WDCCB","286","290","292"
"AL","5024294","5031864","5050380","5073903","5108468","WDEIB","0","0","0"
"AL","5024294","5031864","5050380","5073903","5108468","WDGBP","627","612","613"
"AL","5024294","5031864","5050380","5073903","5108468","WDICB","162162","157274","163573"
"AL","5024294","5031864","5050380","5073903","5108468","WDRCB","1983","1621","1628"
"AL","5024294","5031864","5050380","5073903","5108468","WDTCB","164431","159185","165493"
"AL","5024294","5031864","5050380","5073903","5108468","WSCCB","0","0","0"
"AL","5024294","5031864","5050380","5073903","5108468","WSEIB","523","498","545"
"AL","5024294","5031864","5050380","5073903","5108468","WSGBP","6","6","6"
"AL","5024294","5031864","5050380","5073903","5108468","WSICB","1055","989","1262"
"AL","5024294","5031864","5050380","5073903","5108468","WSTCB","1577","1487","1808"
"AL","5024294","5031864","5050380","5073903","5108468","WWCCB","286","290","292"
"AL","5024294","5031864","5050380","5073903","5108468","WWEIB","523","498","545"
"AL","5024294","5031864","5050380","5073903","5108468","WWICB","163217","158263","164836"
"AL","5024294","5031864","5050380","5073903","5108468","WWTCB","166008","160672","167301"
"AL","5024294","5031864","5050380","5073903","5108468","WWTXB","165485","160174","166756"
"AL","5024294","5031864","5050380","5073903","5108468","WXICB","198","175","224"
"AL","5024294","5031864","5050380","5073903","5108468","WYCCB","0","0","0"
"AL","5024294","5031864","5050380","5073903","5108468","WYEGB","0","0","0"
"AL","5024294","5031864","5050380","5073903","5108468","WYGBP","0","0","0"
"AL","5024294","5031864","5050380","5073903","5108468","WYICB","0","0","0"
"AL","5024294","5031864","5050380","5073903","5108468","WYTCB","0","0","0"
"AL","5024294","5031864","5050380","5073903","5108468","WYTXB","0","0","0"
"AL","5024294","5031864","5050380","5073903","5108468","ZWCDP","2291","1989","1893"
"AL","5024294","5031864","5050380","5073903","5108468","ZWHDP","2390","2279","2389"
"AR","3011490","3014348","3028443","3046404","3067732","ABICB","-6","-4","-4"
"AR","3011490","3014348","3028443","3046404","3067732","ARICB","13234","13546","14408"
"AR","3011490","3014348","3028443","3046404","3067732","ARTCB","13234","13546","14408"
"AR","3011490","3014348","3028443","3046404","3067732","ARTXB","13234","13546","14408"
"AR","3011490","3014348","3028443","3046404","3067732","AVACB","244","225","245"
"AR","3011490","3014348","3028443","3046404","3067732","AVTCB","244","225","245"
"AR","3011490","3014348","3028443","3046404","3067732","AVTXB","244","225","245"
"AR","3011490","3014348","3028443","3046404","3067732","B1ACB","0","0","0"
"AR","3011490","3014348","3028443","3046404","3067732","B1TCB","0","0","0"
"AR","3011490","3014348","3028443","3046404","3067732","BDACB","3988","4173","2870"
"AR","3011490","3014348","3028443","3046404","3067732","BDLCB","117","115","83"
"AR","3011490","3014348","3028443","3046404","3067732","BDTCB","3988","4173","2870"
"AR","3011490","3014348","3028443","3046404","3067732","BFLCB","117","115","83"
"AR","3011490","3014348","3028443","3046404","3067732","BFTCB","16125","15058","14980"
"AR","3011490","3014348","3028443","3046404","3067732","BMTCB","92332","74385","72036"
"AR","3011490","3014348","3028443","3046404","3067732","BQICB","0","0","0"
"AR","3011490","3014348","3028443","3046404","3067732","BQTCB","0","0","0"
"AR","3011490","3014348","3028443","3046404","3067732","BTGBP","12","12","12"
"AR","3011490","3014348","3028443","3046404","3067732","BYICB","0","0","0"
"AR","3011490","3014348","3028443","3046404","3067732","BYTCB","0","0","0"
"AR","3011490","3014348","3028443","3046404","3067732","CLACB","0","0","0"
"AR","3011490","3014348","3028443","3046404","3067732","CLCCB","0","0","0"
"AR","3011490","3014348","3028443","3046404","3067732","CLEIB","235754","158577","212676"
"AR","3011490","3014348","3028443","3046404","3067732","CLGBP","5163","5128","5128"
"AR","3011490","3014348","3028443","3046404","3067732","CLICB","4045","3402","3447"
"AR","3011490","3014348","3028443","3046404","3067732","CLKCB","0","0","0"
"AR","3011490","3014348","3028443","3046404","3067732","CLOCB","4045","3402","3447"
"AR","3011490","3014348","3028443","3046404","3067732","CLRCB","0","0","0"
"AR","3011490","3014348","3028443","3046404","3067732","CLTCB","239798","161980","216123"
"AR","3011490","3014348","3028443","3046404","3067732","CLTXB","4045","3402","3447"
"AR","3011490","3014348","3028443","3046404","3067732","COICB","0","0","0"
"AR","3011490","3014348","3028443","3046404","3067732","DFACB","95310","94234","96959"
"AR","3011490","3014348","3028443","3046404","3067732","DFCCB","4001","2771","3108"
"AR","3011490","3014348","3028443","3046404","3067732","DFEIB","449","504","549"
"AR","3011490","3014348","3028443","3046404","3067732","DFICB","19959","21572","19661"
"AR","3011490","3014348","3028443","3046404","3067732","DFRCB","4","17","39"
"AR","3011490","3014348","3028443","3046404","3067732","DFTCB","119722","119097","120316"
"AR","3011490","3014348","3028443","3046404","3067732","DFTXB","119273","118594","119767"
"AR","3011490","3014348","3028443","3046404","3067732","DKEIB","449","504","549"
"AR","3011490","3014348","3028443","3046404","3067732","DMTCB","116098","115212","118567"
"AR","3011490","3014348","3028443","3046404","3067732","ELEXB","0","0","0"
"AR","3011490","3014348","3028443","3046404","3067732","ELGBP","14782","14835","14832"
"AR","3011490","3014348","3028443","3046404","3067732","ELIMB","0","0","0"
"AR","3011490","3014348","3028443","3046404","3067732","ELISB","-118494","-52997","-82505"
"AR","3011490","3014348","3028443","3046404","3067732","ELNIB","0","0","0"
"AR","3011490","3014348","3028443","3046404","3067732","EMACB","11589","10351","11596"
"AR","3011490","3014348","3028443","3046404","3067732","EMCCB","180","175","185"
"AR","3011490","3014348","3028443","3046404","3067732","EMICB","251","244","247"
"AR","3011490","3014348","3028443","3046404","3067732","EMLCB","0","0","0"
"AR","3011490","3014348","3028443","3046404","3067732","EMTCB","12020","10771","12028"
"AR","3011490","3014348","3028443","3046404","3067732","EQICB","0","0","0"
"AR","3011490","3014348","3028443","3046404","3067732","EQTCB","0","0","0"
"AR","3011490","3014348","3028443","3046404","3067732","ESACB","1","1","1"
"AR","3011490","3014348","3028443","3046404","3067732","ESCCB","40769","37909","39296"
"AR","3011490","3014348","3028443","3046404","3067732","ESICB","59408","57186","62194"
"AR","3011490","3014348","3028443","3046404","3067732","ESRCB","63915","61348","64548"
"AR","3011490","3014348","3028443","3046404","3067732","ESTCB","164093","156444","166039"
"AR","3011490","3014348","3028443","3046404","3067732","ESTXB","164093","156444","166039"
"AR","3011490","3014348","3028443","3046404","3067732","EYICB","0","0","0"
"AR","3011490","3014348","3028443","3046404","3067732","EYTCB","0","0","0"
"AR","3011490","3014348","3028443","3046404","3067732","FFGBP","11281","11261","11256"
"AR","3011490","3014348","3028443","3046404","3067732","FFTCB","941736","812860","905867"
"AR","3011490","3014348","3028443","3046404","3067732","FNICB","0","0","0"
"AR","3011490","3014348","3028443","3046404","3067732","FOICB","0","0","0"
"AR","3011490","3014348","3028443","3046404","3067732","FSICB","0","0","0"
"AR","3011490","3014348","3028443","3046404","3067732","GDPRV","131578.3","133969.1","148676.1"
"AR","3011490","3014348","3028443","3046404","3067732","GDPRX","117126","117268","123347"
"AR","3011490","3014348","3028443","3046404","3067732","GECCB","0","0","0"
"AR","3011490","3014348","3028443","3046404","3067732","GEEGB","0","0","0"
"AR","3011490","3014348","3028443","3046404","3067732","GEGBP","0","0","0"
"AR","3011490","3014348","3028443","3046404","3067732","GEICB","12","12","12"
"AR","3011490","3014348","3028443","3046404","3067732","GERCB","797","797","797"
"AR","3011490","3014348","3028443","3046404","3067732","GETCB","808","808","808"
"AR","3011490","3014348","3028443","3046404","3067732","GETXB","808","808","808"
"AR","3011490","3014348","3028443","3046404","3067732","HLACB","20","26","32"
